Sr No,Product Name,,BoM,Material,Surface Finish,Surface Area(mm2),Thickness(mm),Unit Weight(kg),Total Weight(kg),UoM,Quantity
547,UL08-07-10-003,TOP COVER,UL08-07-10-000SA] VACUUM BOX,AISI 1020,BLUE POWDER COAT,70644.98,2,0.54,1.08,Unit,2
548,DD01-04-68-021,COVER STOPPER,DD01-04-68-000SA_R4] TOP PF AND FESTO JUNCTION BOX,AISI 1020,BLUE POWDER COAT,2694.25,2,0.02,0.08,Unit,4
549,DD01-04-68-022,RIB 2,DD01-04-68-000SA_R4] TOP PF AND FESTO JUNCTION BOX,AISI 1020,BLUE POWDER COAT,13886.91,2,0.1,0.4,Unit,4
550,DD01-04-50-184,WIRE TIE MTG STIFFNER 1,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,15420.77,2,0.11,0.44,Unit,4
551,DD01-04-50-185,WIRE TIE MTG STIFFNER 2,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,11665.15,2,0.09,0.36,Unit,4
552,SC09-03-35-002_R1,MOTOR MTG CLAMP RIB,"SC09-03-35-000SA] DOSECAR MOTOR ASSEMBLY LEFT, SC09-03-36-000SA] DOSECAR MOTOR ASSEMBLY",AISI 1020,BLACK POWDER COAT,1812.7,2,0.01,0.8,Unit,80
553,AV01-08-07-011,2 X USB 3.0 MTG Clamp,AV01-08-07-000SA] CPU BOX,AISI 1020,BLUE POWDER CAOTING,2944.42,2,0.02,0.08,Unit,4
554,US04-25-10-034,LANYARD CLAMP,US04-25-10-000SA_R1] JB,AISI 1020,IVORY POWDER COAT,1569.16,2,0.01,0.08,Unit,8
555,MB04-07-01-058_R1,HINGE AXEL SUPPORT CLAMP,MB04-07-01-000SA_R1] MB STRUCTURE,AISI 1020,IVORY POWDER COAT,3659.27,2,0.03,0.12,Unit,4
556,MB04-07-17-001,STIFFNER-01,MB04-05-17-000SA_R1] SIDE COVER ASSEMBLY,AISI 1020,IVORY POWDER COAT,59699.51,2,0.45,3.6,Unit,8
557,MB04-07-17-002,STIFFNER-02,MB04-05-17-000SA_R1] SIDE COVER ASSEMBLY,AISI 1020,IVORY POWDER COAT,37603.44,2,0.28,1.12,Unit,4
558,MB04-07-01-018,BACK COVER STIFFNER,MB04-07-00-000MA_R1] MAIN JUNCTION BOX,AISI 1020,IVORY POWDER COAT,38765.34,2,0.29,2.32,Unit,8
559,HS06-04-08-004,HING SUPPORT,HS06-04-08-000SA] HS DOOR,AISI 1020,IVORY POWDER COAT,2730.06,2,0.02,0.04,Unit,2
560,,,,,,,,,,,
561,DR02-04-02-045_R3,FUNNEL EM-LOCK MTG,"DR02-04-02-000SA_R3] DRAWER MAIN CASING, DR02-04-06-000SA_R1] DRAWER MAIN CASING",AISI 1020,POWDER COATING,19539.99,3,0.2,14,Unit,70
562,MD01-02-01-007,FUNNEL EM-LOCK MTG,MD01-02-01-000SA_R1] MFD MAIN CASING,AISI 1020,POWDER COATING,19539.99,3,0.2,2,Unit,10
563,ST04-00-01-023_R1,EM LOACK ADJUSTMENT CLAMP,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,AISI 1020,BLACK POWDER COATING,7411.36,3,0.08,1.6,Unit,20
564,ST04-00-01-027,BOTTOM CASTER MTG PLATE,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,AISI 1020,BLACK POWDER COATING,7643.86,3,0.08,3.2,Unit,40
565,DD01-04-32-001,DRAWER SUPPORTING PLATE 1,DD01-04-32-000SA] FRAME STRUCTURE TOP,AISI 1020,IVORY POWDER COAT,558917.63,3,6.5,13,Unit,2
566,DD01-04-32-002,DRAWER SUPPORTING PLATE 2,DD01-04-32-000SA] FRAME STRUCTURE TOP,AISI 1020,IVORY POWDER COAT,385444.83,3,4.47,8.94,Unit,2
567,DD01-04-32-003,DRAWER SUPPORTING PLATE 3,DD01-04-32-000SA] FRAME STRUCTURE TOP,AISI 1020,IVORY POWDER COAT,635159.73,3,7.37,14.74,Unit,2
568,DD01-04-32-005,TOP SUPPORTING RIB 2,DD01-04-32-000SA] FRAME STRUCTURE TOP,AISI 1020,IVORY POWDER COAT,5863.62,3,0.06,0.48,Unit,8
569,DD01-04-32-011,DRAWER SUPPORTING PLATE 2,DD01-04-32-000SA] FRAME STRUCTURE TOP,AISI 1020,IVORY POWDER COAT,385444.83,3,4.47,8.94,Unit,2
570,DD01-00-32-004,TOP SUPPORTING RIB 1,DD01-04-32-000SA] FRAME STRUCTURE TOP,AISI 1020,IVORY POWDER COAT,9536.8,3,0.1,0.8,Unit,8
571,DD01-00-32-007,SUPPORTING PLATE - 1,DD01-04-32-000SA] FRAME STRUCTURE TOP,AISI 1020,IVORY POWDER COAT,154243.53,3,1.74,3.48,Unit,2
572,DD01-00-32-008,SUPPORING PLATE - 2,DD01-04-32-000SA] FRAME STRUCTURE TOP,AISI 1020,IVORY POWDER COAT,154243.53,3,1.74,3.48,Unit,2
573,DD01-00-32-009,CLAMPING PLATE,DD01-04-32-000SA] FRAME STRUCTURE TOP,AISI 1020,IVORY POWDER COAT,1108.23,3,0.01,0.16,Unit,16
574,DD01-00-32-010,STIFFENER PLATE - 1,DD01-04-32-000SA] FRAME STRUCTURE TOP,AISI 1020,IVORY POWDER COAT,9079.25,3,0.1,1.6,Unit,16
575,DD01-01-31-045,Structure Supporting Bracket,DD01-04-31-000SA] MAIN FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,12041.23,3,0.13,0.52,Unit,4
576,DD01-01-31-046,Structure Supporting Bracket-2,DD01-04-31-000SA] MAIN FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,12078.73,3,0.13,0.52,Unit,4
577,DD01-04-31-008,STRUCTURE SUPPORTING MEMBER 4,DD01-04-31-000SA] MAIN FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,222807.55,3,2.52,5.04,Unit,2
578,DD01-04-31-010,STRUCTURE SUPPORTING RIB 2,DD01-04-31-000SA] MAIN FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,36930.3,3,0.41,1.64,Unit,4
579,DD01-04-31-011,TRACK MTG BRACKET-1,DD01-04-31-000SA] MAIN FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,40550.53,3,0.45,5.4,Unit,12
580,DD01-04-31-012,STRUCTURE SUPPORTING MEMBER 3,DD01-04-31-000SA] MAIN FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,151683.2,3,1.71,6.84,Unit,4
581,DD01-04-31-016,CONNECTOR MTG PLATE-1,DD01-04-31-000SA] MAIN FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,88739.98,3,1,2,Unit,2
582,DD01-04-31-022,CONNECTOR MOUNTING PLATE 2,DD01-04-31-000SA] MAIN FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,88699.67,3,1,2,Unit,2
583,DD01-04-31-050,INNER SUPPORTING CLAMP,DD01-04-31-000SA] MAIN FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,190383.17,3,2.14,8.56,Unit,4
584,DD01-04-31-051,STRUCTURE SUPPORTING MEMBER 3 - RIB 1,DD01-04-31-000SA] MAIN FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,833.95,3,0.01,0.08,Unit,8
585,DD01-04-31-052,STRUCTURE SUPPORTING MEMBER 3 - RIB 2,DD01-04-31-000SA] MAIN FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,2069.55,3,0.02,0.16,Unit,8
586,DD01-00-31-009,STRUCTURE SUPPORTING RIB 1,DD01-04-31-000SA] MAIN FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,10851.73,3,0.11,0.88,Unit,8
587,DD01-00-31-024,STRUCTURE SUPPORTING RIB 3,DD01-04-31-000SA] MAIN FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,55344.59,3,0.62,2.48,Unit,4
588,DD01-00-31-025,INNER SUPPORTING CLAMP,DD01-04-31-000SA] MAIN FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,200156.74,3,2.28,4.56,Unit,2
589,DD01-00-31-027,STIFFENER PLATE - 2,DD01-04-31-000SA] MAIN FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,8683.51,3,0.09,2.16,Unit,24
590,DD01-03-34-013,LOCK KEEPER MTG CLAMP,"DD01-04-85-000SA] BACK LEFT DOOR ASSEMBLY, DD01-04-86-000SA] BACK RIGHT DOOR ASSEMBLY",AISI 1020,IVORY POWDER COAT,3691.27,3,0.04,0.16,Unit,4
591,DD01-03-34-022,BACK COVER SUPPORT CLAMP,DD01-04-34-000SA] SLIDING DOOR,AISI 1020,IVORY POWDER COAT,13715.55,3,0.14,0.28,Unit,2
592,DD01-04-34-005,LOCK MTG CLAMP,DD01-04-34-000SA] SLIDING DOOR,AISI 1020,IVORY POWDER COAT,9684.94,3,0.1,0.4,Unit,4
593,DD01-04-34-009,BACK COVER SUPPORT RIGHT,DD01-04-34-000SA] SLIDING DOOR,AISI 1020,IVORY POWDER COAT,232869.32,3,2.68,5.36,Unit,2
594,DD01-04-34-012,BACK COVER SUPPORT LEFT,DD01-04-34-000SA] SLIDING DOOR,AISI 1020,IVORY POWDER COAT,0,3,2.68,5.36,Unit,2
595,DD01-04-36-007,FAN MTG PLATE,DD01-04-36-000SA] SIDE COVER ASSEMBLY,AISI 1020,IVORY POWDER COAT,63213.59,3,0.65,2.6,Unit,4
596,DD01-04-30-025,EM LOCK MTG BRACKET,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,BLUE POWDER COAT,22542.23,3,0.24,0.48,Unit,2
597,DD01-04-30-042,DOWELLING SENSOR MTG-LEFT,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,BLUE POWDER COAT,7452.79,3,0.07,0.14,Unit,2
598,DD01-04-30-043,DOWELLING SENSOR MTG-RIGHT,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,BLUE POWDER COAT,7452.79,3,0.07,0.14,Unit,2
599,DD01-04-30-066,DOWELLING SENSOR MTG SANDWICH PLATE,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,BLUE POWDER COAT,2217.84,3,0.02,0.08,Unit,4
600,DD01-04-30-067,EM LOCK MTG BRACKET SANDWICH PLATE,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,BLUE POWDER COAT,10825.49,3,0.11,0.22,Unit,2
601,DD01-04-30-070,CLAMP FOR DRAWER POWER GUIDE MALE,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,5634.75,3,0.06,0.24,Unit,4
602,DD01-03-30-037,BARCODE SCANNER CLAMP UNIVERSAL,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,44779.88,3,0.49,0.98,Unit,2
603,DD01-03-30-062,BARCODE SCANNER HOLDER CLAMP,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,53916.96,3,0.6,1.2,Unit,2
604,DD01-00-30-015,STOPPER CLAMP,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,BLUE POWDER COAT,13635.48,3,0.15,0.6,Unit,4
605,CV05-39-00-027,CV TABLE TRACK GAUGE,CV05-53-00-000MA] CV TABLE,AISI 1020,BLUE POWDER COAT,3516.09,3,0.03,0.72,Unit,24
606,CV05-39-00-028,CV TABLE TRACK GAUGE,CV05-53-00-000MA] CV TABLE,AISI 1020,BLUE POWDER COAT,3516.09,3,0.03,0.72,Unit,24
607,CV05-53-00-001,C4- HORIZONTAL MEMBER,CV05-53-00-000MA] CV TABLE,AISI 1020,BLUE POWDER COAT,61228.95,3,0.69,2.76,Unit,4
608,CV05-53-00-002,C1 - VERTICAL SUPPORT CV TABLE,"CV05-53-00-000MA] CV TABLE, CV05-70-00-000MA] CV TABLE, CV05-56-00-000MA] CV TABLE",AISI 1020,BLUE POWDER COAT,180343.85,3,1.98,174.24,Unit,88
609,CV05-53-00-003,C7 - HORIZONTAL SUPPORT FOR TRACK,CV05-53-00-000MA] CV TABLE,AISI 1020,BLUE POWDER COAT,50155.99,3,0.56,11.2,Unit,20
610,CV05-53-00-004,C9- TOP HORIZONTAL SUPPORT,CV05-53-00-000MA] CV TABLE,AISI 1020,BLUE POWDER COAT,24958.76,3,0.27,1.08,Unit,4
611,CV05-53-00-005,C6 - HORITONTAL SUPPORT,CV05-53-00-000MA] CV TABLE,AISI 1020,BLUE POWDER COAT,41073.14,3,0.45,9,Unit,20
612,CV05-53-00-006,C2 - BASE HORIZONTAL MEMBER,"CV05-53-00-000MA] CV TABLE, CV05-65-00-000MA] CV TABLE, CV05-70-00-000MA] CV TABLE, CV05-56-00-000MA] CV TABLE, UL08-08-02-000SA] UL MAIN STRUCTURE, CP03-30-01-000SA] CP03-10 STRUCTURE, CP03-34-01-000SA] CP03-10 STRUCTUR, AV01-08-01-000SA] AV STRUCTURE, MB04-07-01-000SA_R1] MB STRUCTURE",AISI 1020,BLUE POWDER COAT,122414.73,3,1.36,190.42,Unit,140
613,CV05-53-00-007,C3 - HORIZONTAL SUPPORT,"CV05-53-00-000MA] CV TABLE, CV05-70-00-000MA] CV TABLE, CV05-56-00-000MA] CV TABLE, CP03-30-01-000SA] CP03-10 STRUCTURE, CP03-34-01-000SA] CP03-10 STRUCTUR, MB04-07-01-000SA_R1] MB STRUCTURE",AISI 1020,BLUE POWDER COAT,70427.9,3,0.76,298.42,Unit,388
614,CV05-53-00-009,C5- HORIZONTAL SUPPORT FOR TRACK,CV05-53-00-000MA] CV TABLE,AISI 1020,BLUE POWDER COAT,49944.96,3,0.55,2.2,Unit,4
615,CV05-53-00-010,C8 - TOP HORIZONTAL SUPPORT,"CV05-53-00-000MA] CV TABLE, CV05-65-00-000MA] CV TABLE, CV05-70-00-000MA] CV TABLE, CV05-56-00-000MA] CV TABLE, UL08-08-02-000SA] UL MAIN STRUCTURE, CP03-30-01-000SA] CP03-10 STRUCTURE, CP03-34-01-000SA] CP03-10 STRUCTUR, AV01-08-01-000SA] AV STRUCTURE, HS06-04-01-000SA] HS MAIN STRUCTURE",AISI 1020,BLUE POWDER COAT,58734.19,3,0.64,89.6,Unit,140
616,CV05-41-00-003,6 - BOTTOM SUPPORT,CV05-65-00-000MA] CV TABLE,AISI 1020,BLUE POWDER COAT,33660,3,0.35,2.8,Unit,8
617,CV05-41-00-004,7 - HORIZONTAL SUPPORT FOR TRACK,CV05-65-00-000MA] CV TABLE,AISI 1020,BLUE POWDER COAT,31407.93,3,0.34,2.72,Unit,8
618,CV05-41-00-007,8 - TOP HORIZONTAL SUPPORT,CV05-65-00-000MA] CV TABLE,AISI 1020,BLUE POWDER COAT,14132.77,3,0.15,1.2,Unit,8
619,CV05-41-00-035,SMALL CV TABLE TRACK PROTECTION CLAMP,CV05-65-00-000MA] CV TABLE,AISI 1020,BLUE POWDER COAT,10061.25,3,0.1,2.4,Unit,24
620,CV05-65-00-002,G4 - VERTICAL SUPPORT CV TABLE,CV05-65-00-000MA] CV TABLE,AISI 1020,BLUE POWDER COAT,113996.08,3,1.24,19.84,Unit,16
621,CV05-38-00-001,TRACK GAUGE,"CV05-70-00-000MA] CV TABLE, CV05-56-00-000MA] CV TABLE, UL08-08-00-000MA] MAIN ASSEMBLY OF UL, SR05-06-31-000SA] ASRS STATION - 2 (LEFT), CP03-30-00-000MA_R1] CAR PARKING, CP03-32-00-000MA_R1] CAR PARKING, CP03-34-00-000MA_R1] CAR PARKING, AV01-08-00-000MA_R1] AUTOMATIC VISION, MB04-07-00-000MA_R1] MAIN JUNCTION BOX, HS06-04-00-000MA_R2] HEAT SEAL",AISI 1020,BLUE POWDER COAT,0.05,3,0.05,18.6,Unit,372
622,CV05-56-00-006,E2 - HORIZONTAL SUPPORT FOR TRACK,"CV05-70-00-000MA] CV TABLE, CV05-56-00-000MA] CV TABLE, UL08-08-02-000SA] UL MAIN STRUCTURE, CP03-30-01-000SA] CP03-10 STRUCTURE, CP03-34-01-000SA] CP03-10 STRUCTUR, AV01-08-01-000SA] AV STRUCTURE, MB04-07-01-000SA_R1] MB STRUCTURE",AISI 1020,BLUE POWDER COAT,1.21,3,1.21,72.64,Unit,64
623,CV05-56-00-007,E3 - HORIZONTAL SUPPORT FOR TRACK,"CV05-70-00-000MA] CV TABLE, CV05-56-00-000MA] CV TABLE, CP03-30-01-000SA] CP03-10 STRUCTURE, CP03-34-01-000SA] CP03-10 STRUCTUR, MB04-07-01-000SA_R1] MB STRUCTURE",AISI 1020,BLUE POWDER COAT,1.21,3,1.21,203.3,Unit,184
624,PR05-12-12-002,BEARING COVER,PR05-12-12-000SA] POWER TRANSMITER PULLY,AISI 1020,BLUE POWDER COAT,5896.45,3,0.05,0.6,Unit,12
625,CL04-02-15-002,MOTOR MOUNTING CLAMP,PR05-12-19-000SA] MOTOR PULLEY ASSEMBLY,AISI 1020,BLUE POWDER COAT,15356.84,3,0.16,1.92,Unit,12
626,PR05-12-19-001,MOTOR PLATE,PR05-12-19-000SA] MOTOR PULLEY ASSEMBLY,AISI 1020,BLUE POWDER COAT,36918.13,3,0.39,4.68,Unit,12
627,PR05-12-27-003,BEARING CAP CLAMP,"PR05-12-27-000SA] BOTTOM BEARING HOUSING-1, PR05-12-28-000SA] BOTTOM BEARING HOUSING-2",AISI 1020,BLUE POWDER COAT,3061.61,3,0.03,1.44,Unit,48
628,US04-04-00-022,TENSIONER PLATE 2,PR05-15-02-000SA] LIFT TABLE BASE PLATE ASSEMBLY,AISI 1020,BLUE POWDER COAT,6186.99,3,58.94,1414.56,Unit,24
629,PR05-15-02-003,TENSIONER PLATE 1,PR05-15-02-000SA] LIFT TABLE BASE PLATE ASSEMBLY,AISI 1020,BLUE POWDER COAT,12991.28,3,0.128,1.56,Unit,12
630,PR05-14-02-003,MOTOR COVER,PR05-15-02-000SA] LIFT TABLE BASE PLATE ASSEMBLY,AISI 1020,BLUE POWDER COAT,117565.71,3,1.34,16.08,Unit,12
631,PR05-14-11-026,TRACK GUAGE FOR LIFT TABLE,"PR05-15-11-000SA] TRACK FRAME ASSEMBLY, US04-25-11-000SA] TRACK ASSEMBLY, PS07-28-11-000SA] TRACK FRAME ASSEMBLY",AISI 1020,BLUE POWDER COAT,6415.36,3,0.06,1.44,Unit,24
632,PR05-14-11-027,TRACK GUAGE FOR LIFT TABLE,"PR05-15-11-000SA] TRACK FRAME ASSEMBLY, US04-25-11-000SA] TRACK ASSEMBLY, PS07-28-11-000SA] TRACK FRAME ASSEMBLY",AISI 1020,BLUE POWDER COAT,6415.36,3,0.06,1.44,Unit,24
633,PR05-15-11-002,WIRING PLATE,"PR05-15-11-000SA] TRACK FRAME ASSEMBLY, PS07-28-11-000SA] TRACK FRAME ASSEMBLY",AISI 1020,BLUE POWDER COAT,5209.7,3,0.05,0.6,Unit,12
634,PR05-07-14-005,SENSING CLAMP,"PR05-15-07-000SA] PAPER GUIDE ASSEMBLY 2, PR05-15-14-000SA] PAPER GUIDE ASSEMBLY 1",AISI 1020,BLUE POWDER COAT,3381.29,3,0.03,0.24,Unit,8
635,PR05-15-05-001,BASE PLATE,PR05-15-05-000SA] PRINTER BASE ASSEMBLY,AISI 1020,BLUE POWDER COAT,514091.45,3,5.75,11.5,Unit,2
636,PR05-15-05-004,STOPPER CLAMP,PR05-15-05-000SA] PRINTER BASE ASSEMBLY,AISI 1020,BLUE POWDER COAT,3668.52,3,0.03,0.48,Unit,16
637,PR05-14-10-036,L SIDE SUPPORT,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDER COAT,69592.47,3,0.75,3,Unit,4
638,PR05-15-10-001,PRINTER VERTICLE COLUMN,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDER COAT,122014.47,3,1.31,5.24,Unit,4
639,PR05-15-10-003,PRINTER VERTICLE COLUMN,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDER COAT,122472.46,3,1.31,5.24,Unit,4
640,PR05-15-10-007,SLIDE RAIL CLAMP,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDER COAT,86714.062,3,0.957,7.66,Unit,8
641,PR05-07-07-010,HORIZONTAL SUPPORT,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDER COAT,91389.1,3,1.01,2.02,Unit,2
642,PR05-07-07-015,RIGHT SIDE PAPER GUIDE SUPPORT,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDER COAT,36989.78,3,0.4,0.8,Unit,2
643,PR05-07-07-016,LEFT SIDE PAPER GUIDE SUPPORT,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDER COAT,36938.31,3,0.4,0.8,Unit,2
644,PR05-07-07-024_R1,STOPPER CLAMP,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDERCOAT,3989.32,3,0.04,0.16,Unit,4
645,PR05-07-07-027,L SIDE SUPPORT 2,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDER COAT,74393.72,3,0.82,1.64,Unit,2
646,PR05-07-07-033,MEGNET CLAMP SPACER,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDERCOAT,3424.52,3,0.03,0.24,Unit,8
647,PR05-07-07-034_R1,L SIDE SUPPORT,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDER COAT,75180.1,3,0.82,3.28,Unit,4
648,PR05-07-07-035,L SIDE SUPPORT 1,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDER COAT,61330.78,3,0.66,2.64,Unit,4
649,PR05-12-01-003,HORIZONTAL SUPPORT,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDER COAT,111176.91,3,1.23,7.38,Unit,6
650,PR05-12-09-002,CENTER SUPPORT PLATE,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDER COAT,32703.95,3,0.34,1.36,Unit,4
651,PR05-12-09-004_R1,HORIZONTAL SUPPORT,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDER COAT,111074.7,3,1.23,2.46,Unit,2
652,PR05-14-10-034,L SIDE SUPPORT,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDER COAT,75188.74,3,0.81,3.24,Unit,4
653,PR05-15-10-013,PRINTER BASE COVER,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,IVORY POWDER COATING,856816.19,3,10.01,20.02,Unit,2
654,PR05-15-10-023,L SIDE SUPPORT 1,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDER COAT,57862.31,3,0.62,2.48,Unit,4
655,PR05-15-10-027,L SIDE SUPPORT 2,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDER COAT,74411.53,3,0.82,1.64,Unit,2
656,PR05-07-19-004,PATH CONNECTING CLAMP,PR05-15-20-000SA_R1] S-PART ASSEMBLY,AISI 1020,BLUE POWDER COAT,27350.66,3,0.3,1.2,Unit,4
657,PR05-12-20-008,PR05-12-20-001_Gauge,PR05-15-20-000SA_R1] S-PART ASSEMBLY,AISI 1020,ZINC COATING,5673.62,3,0.055,0.12,Unit,2
658,PR05-12-20-009,PR05-07-19-011_Gauge,PR05-15-20-000SA_R1] S-PART ASSEMBLY,AISI 1020,ZINC COATING,6844.15,3,0.066,0.14,Unit,2
659,PR05-12-20-010,PR05-07-19-002_Gauge,PR05-15-20-000SA_R1] S-PART ASSEMBLY,AISI 1020,ZINC COATING,15679.2,3,0.154,0.3,Unit,2
660,PR05-12-20-011,PR05-12-20-001_Gauge_1,PR05-15-20-000SA_R1] S-PART ASSEMBLY,AISI 1020,ZINC COATING,19115.31,3,0.188,0.38,Unit,2
661,PR05-15-21-002,WIRE COVER,PR05-15-21-000SA] WIRE COVER ASSEMBLY,AISI 1020,BLUE POWDER COAT,77213.03,3,0.88,1.76,Unit,2
662,PR05-15-23-002,WIRE COVER,PR05-15-23-000SA] JB WIRE ROUTING COVER DOOR,AISI 1020,BLUE POWDER COAT,77213.03,3,0.88,1.76,Unit,2
663,PR05-14-41-003,M8 MOLDED CONNECTOR PLATE,PR05-15-41-000SA] MOLDED CONNECTOR PLATE-2,AISI 1020,BLUE POWDER COAT,98705.55,3,1.12,2.24,Unit,2
664,PR05-16-23-004,NUT CLAMP,PR05-16-23-000SA] CAMERA ASSEMBLY,AISI 1020,BLUE POWDER COAT,961.62,3,0.01,0.04,Unit,4
665,PR05-14-08-001,CABLE TIE HOLDING CLAMP,PR05-15-08-000SA] JUNCTION BOX,AISI 1020,BLUE POWDER COAT,10421.72,3,0.11,0.22,Unit,2
666,PR05-15-40-001,M8 MOLDED CONNECTOR PLATE,PR05-15-40-000SA] MOLDED CONNECTOR PLATE - 1,AISI 1020,BLUE POWDER COAT,108029.55,3,1.23,2.46,Unit,2
667,PR05-15-03-008,CAMERA MOUNTING CLAMP,PR05-15-03-000SA] PRINTER STATION TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,55089.29,3,0.62,1.24,Unit,2
668,PR05-07-20-002,WIRE ROUTING,PR05-15-03-000SA] PRINTER STATION TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,23855.65,3,0.26,0.52,Unit,2
669,PR05-07-20-027,WIRE ROUTING,PR05-15-03-000SA] PRINTER STATION TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,23855.65,3,0.26,0.52,Unit,2
670,PR05-12-01-009,FAN CLAMP,PR05-15-03-000SA] PRINTER STATION TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,43758.06,3,0.49,0.98,Unit,2
671,PR05-12-01-010,WIRE ROUTING CLAMP,PR05-15-03-000SA] PRINTER STATION TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,53147.57,3,0.59,1.18,Unit,2
672,PR05-15-03-006,LIGHT CLAMP,PR05-15-03-000SA] PRINTER STATION TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,12731.51,3,0.13,0.26,Unit,2
673,PR05-15-22-002,WIRE DUCT ROUTING,PR05-15-22-000SA] MVS WIRE DUCT,AISI 1020,BLUE POWDER COAT,21666.47,3,0.21,0.42,Unit,2
674,PR05-15-22-004,WIRE DUCT MTG PLATE,PR05-15-22-000SA] MVS WIRE DUCT,AISI 1020,BLUE POWDER COAT,25004.83,3,0.26,0.52,Unit,2
675,PR05-15-00-017,MOTOR COVER,PR05-15-00-000MA] LABLE PRINTING STATION,AISI 1020,BLUE POWDER COAT,14689.33,3,0.16,0.64,Unit,4
676,PR05-15-00-020,TOP PLATE,PR05-15-00-000MA] LABLE PRINTING STATION,AISI 1020,BLUE POWDER COAT,325871.91,3,3.67,7.34,Unit,2
677,CP04-00-05-020_R1,EM LOCK CLAMP,"PR05-15-00-000MA] LABLE PRINTING STATION, UL08-08-02-000SA] UL MAIN STRUCTURE, SR05-06-31-000SA] ASRS STATION - 2 (LEFT), HS06-04-00-000MA_R2] HEAT SEAL",AISI 1020,BLUE POWDER COAT,21561.74,3,0.23,1.84,Unit,8
678,CL04-06-02-009,WIRE ROUTING CLAMP,CL04-10-02-000SA] TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,19460.19,3,0.21,0.84,Unit,4
679,CL04-08-02-003,VM-CPLT,CL04-10-02-000SA] TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,29421.5,3,0.32,3.84,Unit,12
